Thorfare_ID,street_name,road_start,road_finish,new_area_code,Impact No,year_built,yr_last_repaired,in_charge,Irish
540377,CLOGHER ROAD,KILDARE ROAD,PARNELL ROAD,4,3,,1940,Y ,Bóthar Chlochar                                        
668645,CLOISTER COURT,CHAPEL CRESCENT,,2,,0,1998,Y,
186466,CLONARD ROAD,PODDLE PARK,CRUMLIN ROAD,4,2,,1984,Y ,Bóthar Cluain Iorárd                                   
186466,CLONARD ROAD,PODDLE RARK,CRUMLIN ROAD,4,2,,1976,Y ,Bóthar Cluain Iorárd                                   
386473,CLONFERT ROAD,STANAWAY ROAD,KILFERNORA ROAD,4,,,1940,Y ,Bóthar Cluain Feirte                                   
131794,CLONLARA ROAD,PINE ROAD,,5,,,0,Y ,Bóthar Chlainn Lára                                    
155751,CLONLIFFE AVENUE,BALLYBOUGH ROAD,,1,,,1940,Y ,Ascaill Chluain Life                                   
228772,CLONLIFFE GARDENS,CLONLIFFE ROAD,DISTILLERY ROAD,1,,,1985,Y ,Gairdíní Cluain Life                                   
155105,CLONLIFFE ROAD,DRUMCONDRA ROAD,BALLYBOUGH ROAD,1,3,,1965,Y ,Bóthar Chluain Life                                    
30500,CLONLIFFE SQUARE,DISTILLARY ROAD,,3,,2000,,N,
30333,CLONMACNOISE GROVE,CLONMACNOISE ROAD,,4,,,0,Y,Garrán Chluain Mhic Nois                               
383792,CLONMACNOISE ROAD,CLONARD ROAD,SUNDRIVE ROAD,4,2,,1940,Y ,Bóthar Chluain Mhic Nois                               
383792,CLONMACNOISE ROAD,CLONARD ROAD,SUNDRIVE ROAD,4,2,,1976,Y ,Bóthar Chluain Mhic Nois                               
383792,CLONMACNOISE ROAD,CLONARD ROAD,SUNDRIVE ROAD,4,2,,1976,Y ,Bóthar Chluain Mhic Nois                               
383792,CLONMACNOISE ROAD,CLONARD ROAD,SUNDRIVE ROAD,4,2,,0,Y ,Bóthar Chluain Mhic Nois                               
312907,CLONMEL ROAD,BALLYMUN DRIVE,,2,,,1940,Y ,Bóthar Chluain Meala                                   
40130,CLONMEL STREET,HARCOURT STREET,,5,,,1986,Y ,Sráid Chluain Meala                                    
250120,CLONMELLON GROVE,ARDARA AVENUE,,3,,,0,Y ,
155746,CLONMORE ROAD,BALLYBOUGH ROAD,CHARLEMOUNT PARADE,1,,,1970,Y ,Bóthar Chluain Mhór                                    
155744,CLONMORE TERRACE,CHARLEMOUNT PARADE,,1,,,1970,Y ,Ardán Chluain Mhór                                     
261706,CLONROSSE COURT,CLONROSSE DRIVE,,3,,,1984,Y ,
261707,CLONROSSE DRIVE,SLADEMORE AVENUE,BLUNDEN DRIVE,3,,,1984,Y ,
261682,CLONROSSE PARK,CLONROSSE DRIVE,,3,,,1984,Y ,
414880,CLONSHAUGH AVENUE,CLONSHAUGH ROAD,MOATVIEW AVENUE,3,,,0,Y ,Ascaill Chluainseach                                   
414711,CLONSHAUGH CLOSE,CLONSHAUGH PARK,,3,,,0,Y ,Clós Chluainseach                                      
30501,CLONSHAUGH COURT,CLONSHAUGH CRESCENT,,3,,0,2000,N,
414748,CLONSHAUGH CRESCENT,CLONSHAUGH AVENUE,CLONSHAUGH HEIGHTS,3,,,0,Y ,Corrán Chluainseach                                    
316420,CLONSHAUGH DRIVE,CLONSHAUGH PARK,CLONSHAUGH AVENUE,3,,,0,Y ,Céide Chluainseach                                     
36456595,CLONSHAUGH GLEN,CLONSHAUGH AVENUE,,3,,2000,2000,N,
318165,CLONSHAUGH GREEN,CLONSHAUGH AVENUE,,3,,,0,Y ,Faiche Chluainseach                                    
315844,CLONSHAUGH GROVE,CLONSHAUGH AVENUE,,3,,,0,Y ,Garrán Chluainseach                                    
423783,CLONSHAUGH HEIGHTS,CLONSHAUGH AVENUE,CLONSHAUGH PARK,3,,,0,Y ,Arda Chluainseach                                      
423783,CLONSHAUGH HEIGHTS,CLONSHAUGH AVENUE,CLONSHAUGH PARK,3,,,0,Y ,Arda Chluainseach                                      
541799,CLONSHAUGH INDUSTRIAL ESTATE,OSCAR TRAYNOR ROAD,,3,,0,1981,N,
316479,CLONSHAUGH LAWN,CLONSHAUGH DRIVE,,3,,,0,Y ,
414939,CLONSHAUGH MEADOW,CLONSHAUGH PARK,,3,,,0,Y ,
316458,CLONSHAUGH PARK,CLONSHAUGH HEIGHTS,CLONSHAUGH DRIVE,3,,,0,Y ,Páirc Chluainseach                                     
316458,CLONSHAUGH PARK,CLONSHAUGH HEIGHTS,CLONSHAUGH DRIVE,3,,,0,Y ,Páirc Chluainseach                                     
414768,CLONSHAUGH RISE,CLONSHAUGH AVENUE,,3,,,0,Y ,Ard Chluainseach                                       
540376,CLONSHAUGH ROAD,BELCAMP LANE,OSCAR TRAYNOR ROAD,3,2,,1940,Y ,Bóthar Chluainseach                                    
316509,CLONSHAUGH WALK,CLONSHAUGH PARK,,3,,,0,Y ,Siúlán Chluainseach                                    
30724,CLONSHAUGH WOODS,CLONSHAUGH ROAD,,3,,2003,2003,N,
376660,CLONSKEAGH ROAD,EGLINTON ROAD,BEECH HILL ROAD,5,3,,1940,Y ,Bóthar Chluain Sceach                                  
376660,CLONSKEAGH ROAD,EGLINTON ROAD,BEECH HILL ROAD,5,3,,1960,Y ,Bóthar Chluain Sceach                                  
172750,CLONTARF PARK,VERNON AVENUE,CLONTARF PARK,3,,,1940,Y ,Páirc Chluain Tarbh                                    
172750,CLONTARF PARK,VERNON AVNEUE,CLONTARF PARK,3,,,1940,Y ,Páirc Chluain Tarbh                                    
172262,CLONTARF ROAD,HOWTH ROAD,MOUNT PROSPECT AVENUE,3,3,,1986,Y ,Bóthar Chluain Tarbh                                   
172262,CLONTARF ROAD,CLONTARF ROAD,,3,,,1940,N,An Pointe                                              
172262,CLONTARF ROAD,HOWTH ROAD,MOUNT PROSPECT AVENUE,3,3,,1984,Y ,Bóthar Chluain Tarbh                                   
215292,CLONTURK AVENUE,DRUMCONDRA ROAD UPPER,,3,,,1940,Y ,Ascaill Cluain Torc                                    
215297,CLONTURK GARDENS,CLONTURK PARK,,3,,,1940,Y ,Gairdíní Cluain Torc                                   
215294,CLONTURK PARK,DRUMCONDRA ROAD,CLONTURK GARDENS,3,,,1940,Y ,Páirc Cluain Torc                                      
200525,CLOONLARA CRESCENT,CLOONLARA ROAD,,2,,,1974,Y ,Corrán  Chluain Lara                                   
202714,CLOONLARA DRIVE,CLONLARA ROAD,,2,,,1974,Y ,Céide Chluain Lara                                     
200483,CLOONLARA ROAD,SAINT HELENA ROAD,FAIRLAWN ROAD,2,,,1974,Y ,Bóthar Chluain Lára                                    
213083,CLOVERHILL DRIVE,CLOVERHILL ROAD,,4,,,0,Y ,Céide Chnoc Seamaire                                   
540374,CLOVERHILL ROAD,RAHEEN PARK,CHERRY ORCHARD AVENUE,4,,,0,Y ,Bóthar Chnoc Seamaire                                  
30543,CLOYNE ROAD,BANGOR ROAD,BLARNEY PARK,4,,,1940,Y ,Bóthar Chluain                                         
54989,CLUNE ROAD,BALLYGALL ROAD,JAMESTOWN ROAD,2,,,1940,Y ,Bóthar an Chlúnaigh                                    
54989,CLUNE ROAD,BALLYGALL ROAD,JAMESTOWN ROAD,2,,,1940,Y ,Bóthar an Chlúnaigh                                    
62182,CLYDE LANE,HERBERT PARK,CLYDE ROAD,5,,,1966,Y ,Lána Cluaidh                                           
62183,CLYDE ROAD,EGLIN ROAD,WELLINGTON ROAD,5,2,,1966,Y ,Bóthar Cluaidh                                         
243307,COBURG PLACE,SEVILLE PLACE,,1,,,1985,Y ,Plás Cóburg                                            
30749,COGGLE'S COURT,DAME STREET,,5,,0,,N,
123110,COKE LANE,SMITHFIELD,,1,,,1940,Y ,Lána Cóc                                               
197465,COLBERT'S FORT,JAMES WALK,CLARKS TCE.,4,,,1940,Y ,
30809,COLDCUT ROAD,BALLYFERMOT RD,,4,,,1941,Y ,
219359,COLEPARK AVENUE,COLEPARK DRIVE,COLEPARK ROAD,4,,,1940,Y ,Ascaill                                                
219360,COLEPARK DRIVE,LE FANN ROAD,BALLYFERMOT ROAD,4,,,1940,Y ,Céide                                                  
219361,COLEPARK GREEN,COLEPARK DIRVE,,4,,,1940,Y ,Faiche                                                 
219358,COLEPARK ROAD,BALLYFERMOT ROAD,COLEPARK DRIVE,4,,,1940,Y ,Bóthar                                                 
174809,COLERAINE STREET,NORTH KING STREET,CONSTITUTION HILL,1,,,1940,Y ,Sráid Cuil Rathain                                     
30609,COLES LANE,SAMPSON'S LANE,HENRY STREET,1,,,1940,Y ,
89081,COLLEGE GREEN,TRINITY STREET,COLLEGE STREET,5,5,,1972,Y ,Faiche an Choláiste                                    
161122,COLLEGE MANOR,MILLMOUNT PLACE,,1,,1988,1988,N ,
103887,COLLEGE STREET,PEARCE STREET,COLLEGE GREEN,5,5,,1972,Y ,Sráid an Choláiste                                     
332484,COLLIERS AVENUE,SANDFORD ROAD,,5,,,1940,Y ,
245469,COLLINS AVENUE,SWORDS ROAD,MALAHIDE ROAD,3,4,,1962,Y ,Ascaill Uí Choileáin                                   
154215,COLLINS AVENUE EAST,HOWTH ROAD,MALAHIDE ROAD,3,3,,1940,Y ,Ascaill Uí Choileáin Thoir                             
260237,COLLINS AVENUE EXTENSION      ,SWORDS ROAD,MALAHIDE ROAD,2,3,,1940,Y ,Síneadh Ascaill Uí Choileáin                           
299260,COLLINS AVENUE WEST,SWORDS ROAD,FALCARRAGH ROAD,2,3,,1940,Y ,Ascaill Uí Choileáin Thiar                             
30686,COLLINS CLOSE,COLLINS AVENUE,,3,,2003,2003,N,
30644,COLLINS COURT,,,3,,0,,,
313739,COLLINS DRIVE,GLASAREE ROAD,BALLYGALL ROAD WEST,2,,,1940,Y ,Céide Uí Choileáin                                     
313753,COLLINS GREEN,COLLINS DRIVE,,2,,,1940,Y ,Faiche Uí Choileáin                                    
245466,COLLINS PARK,CELTIC PARK AVENUE,,3,,,1940,Y ,Páirc Uí Choileáin                                     
313942,COLLINS PLACE,COLLINS ROW,GLASAREE ROAD,2,,,1940,Y ,Plás Uí Choileáin                                      
313956,COLLINS ROW,COLLINS GREEN,GLASAREE ROAD,2,,,1940,Y ,Rae Uí Choileáin                                       
30705,COLLINS SQUARE,BENBURB STREET,,1,,0,,N,
542885,COLLINSWOOD,COLLINS AVENUE,,3,,0,1998,Y,
300515,COMERAGH ROAD,KILWORTH ROAD,BRANDON ROAD,4,,,1940,Y ,Bóthar Cumoraí                                         
127858,COMMONS STREET,NORTH WALL ROAD,SHERRIFF STREET LOWER,1,,,1965,Y ,Sráid an Choimínis                                     
207051,COMYN PLACE,O'NEACHTAIN ROAD,,1,,,1940,Y ,Plás Coimín                                            
199399,CON COLBERT ROAD,SOUTH CIRCULAR ROAD,SARSFIELD ROAD,4,4,,0,Y ,Bóthar Choilbeard                                      
199399,CON COLBERT ROAD,SOUTH CIRCULAR ROAD,SARSFIELD ROAD,4,4,,0,Y ,Bóthar Choilbeard                                      
232462,CONNAUGHT PARADE,CONNAUGHT STREET,,1,,,1940,Y ,
232238,CONNAUGHT STREET,PHIBSBORO ROAD,FASSAGH STREET,1,4,,1969,Y ,Sráid Chonnacht                                        
569959,CONNOLLY AVENUE,BULFIN ROAD,GOLDENBRIDGE WALK,4,,,1940,Y ,Ascaill Uí Chonghaile                                  
194397,CONNOLLY GARDENS,SOUTHERN CROSS AVE,,4,,,1985,Y ,Gairdíní ó Conghaile                                   
156182,CONOR CLUNE ROAD,BAGGOT ROAD,RATRA ROAD,1,,,1940,Y ,Bóthar Chonchuir Mhic Chluin                           
172747,CONQUER HILL AVENUE,CONQUER HILL ROAD,,3,,,1940,Y ,Ascaill an Choinigéir                                  
172746,CONQUER HILL ROAD,KINCORA ROAD,CLONTARF ROAD,3,,,1940,Y ,Ascaill an Choinigéir                                  
172746,CONQUER HILL ROAD,KINCORA ROAD,CLONTARF ROAD,3,,,1940,Y ,Ascaill an Choinigéir                                  
179141,CONSTITUTION HILL,PHIBOURGH ROAD,NORTH BRUNSWICK STREET,1,4,,1940,Y ,Ard Bunreacht                                          
36823839,CONVENT AVENUE,MILLTOWN AVENUE,,5,,2000,2000,N,
174541,CONVENT AVENUE,RICHMOND ROAD,,3,,,1966,Y ,Ascaill an Chlochair                                   
47023,CONVENT CLOSE,HERBERT STREET,,5,,,1940,Y ,Clós an Chlochair                                      
30700171,CONVENT LAWNS,KYLEMORE ROAD,,4,,0,1998,N,
47589,CONVENT PLACE,HATCH STREET LOWER,,5,,,1940,Y ,Plás an Chlochair                                      
220075,CONVENT VIEW COTTAGES,RATHOATH ROAD,,2,,0,,N,
584882,CONVENT WAY,ABBEY DRIVE,CHURCH WALK,2,,0,1998,Y,
143694,CONYNGHAM ROAD,SOUTH CIRCULAR ROAD,PARKGATE STREET,1,3,,1965,Y ,Bóthar Uí Choineagáin                                  
143694,CONYNGHAM ROAD,SOUTH CIRCULAR ROAD,PARKGATE STREET,1,3,,0,Y ,Bóthar Uí Choineagáin                                  
124283,COOK STREET,WINETAVERN STREET,BRIDGE STREET LOWER,4,,,1940,Y ,Sráid an gCócairígCógaire                             
124283,COOK STREET,WINETAVERN STREET,BRIDGE STREET LOWER,4,,,0,Y ,Sráid an gCócairígCógaire                             
295357,COOLATREE CLOSE,COOLATREE ROAD,,3,,,1985,N ,
295692,COOLATREE PARK,GLENGARRIF ROAD,,3,,,1940,Y ,Páirc  Cuileatraí                                      
295358,COOLATREE ROAD,BEAUMONT ROAD,,3,,,1940,Y ,Bóthar Cuileatraí                                      
296139,COOLEEN AVENUE,COOLGARRIF ROAD,COOLGREENA ROAD,3,,,1940,Y ,Ascaill Chúilín                                        
186593,COOLEVIN ROAD,LONG LANE,,5,,,1940,Y ,
153701,COOLEY ROAD,CRUMLIN ROAD,KILWORTH ROAD,4,,,1940,Y ,Bóthar Cuailgre                                        
153701,COOLEY ROAD,CRUMLIN ROAD,KILWORTH ROAD,4,,,1975,Y ,Bóthar Cuailgre                                        
296513,COOLGARIFF ROAD,SHANTALLA ROAD,LORCAN AVENUE,3,,,1940,Y ,Bóthar Chúil Gharbh                                    
296513,COOLGARIFF ROAD,SHANTALLA ROAD,LORCAN AVENUE,3,,,1940,Y ,Bóthar Chúil Gharbh                                    
295286,COOLGREENA CLOSE,COOLGREENA CLOSE,,3,,,1940,Y ,Clós Chúil Ghréine                                     
295285,COOLGREENA ROAD,BEAUMONT ROAD,,3,,,1940,Y ,Bóthar Cuilgrianna                                     
231028,COOLOCK DRIVE,OSCAR TRAYNOR ROAD,,3,,,1940,Y ,Céide na Culóige                                       
231028,COOLOCK DRIVE,OSCAR TRAYNOR ROAD,,3,,,1940,Y ,Céide na Culóige                                       
231028,COOLOCK DRIVE,OSCAR TRAYNOR ROAD,,3,,,1940,Y ,Céide na Culóige                                       
26704,COOLOCK LANE,SWORDS ROAD,OSCAR TRAYNOR ROAD,3,3,,1986,Y ,
30897,COOLOCK LANE OLD,COOLOCK LANE NEW,,3,3,,0,Y ,
30504,COOLOCK VILLAGE CLOSE,MALAHIDE ROAD OLD,,3,,0,1997,N,
296140,COOLRUA DRIVE,COOLGARRIF ROAD,,3,,,1940,Y ,Céide Chúil Rua                                        
130731,COOMBE COURT,THE COOMBE,,4,,,0,Y ,Cúirt an Chúim                                         
40414,COPE STREET,ANGLESEA STREET,FOWNES STREET UPPER,5,,,1940,Y ,Sráid Chóp                                             
40414,COPE STREET,ANGLESEA STREET,FOWNES STREET UPPER,5,,,1940,Y ,Sráid Chóp                                             
173284,COPELAND AVENUE,HOWTH ROAD,MALAHIDE ROAD,3,3,,1940,Y ,Ascaill Cóplainn                                       
173285,COPELAND GROVE,HOWTH ROAD,,3,,,1940,Y ,Garrán Coplainn                                        
40394,COPPER ALLEY,EXCHANGE STREET UPPER,,5,,,1940,Y ,Scabhat an Chopair                                     
40362,COPPINGER ROW,CLARENDON STREET,WILLIAM STREET SOUTH,5,,,1973,Y ,Rae Choppiner                                          
40389,CORK HILL,LORD EDWARD STREET,CASTLE STREET,5,,,0,Y ,Cnoc Chorcaí                                           
40389,CORK HILL,DAME STREET,EXCHANGE STREET UPPER,5,,,0,Y ,Cnoc Chorcaí                                           
130711,CORK STREET,EMERALD SQUARE,ARDEE STREET,4,4,,1987,Y ,Sráid ChorcaíChorcaigh                                
402090,CORMAC TERRACE,RATHFARNHAM ROAD,,4,,,1940,Y ,Ardán Cormac                                           
47186,CORN EXCHANGE PLACE,POOLBEG STREET,BURGH QUAY,5,,,1965,Y ,Plás Halla an Arbhair                                  
633535,CORNMARKET,HIGH STREET,ST. AUGUSTINE STREET,4,4,,1974,Y ,Margadh an Arbhair                                     
633535,CORNMARKET,HIGH STREET,SAINT AUGUSTINE ST,4,4,,1974,Y ,Margadh an Arbhair                                     
392808,CORRIB ROAD,MOUNT TALLANT AVENUE,,4,,,1971,Y ,Bóthar Coirib                                          
30687,COSTELLO'S COTTAGES,CLANBRASSIL STREET UPPER,,5,,,1940,Y ,Iostáin Mhic Coisdealbha                               
338804,COULSON AVENUE,RATHGAR AVENUE,,5,,,1960,Y ,Ascaill Coulson                                        
345697,COULTRY AVENUE,COULTRY ROAD,COULTRY WAY,2,,,0,Y ,Ascaill Choltraí                                       
30508,COULTRY CLOSE,SHANGAN CRESCENT,,2,,2001,2001,N,
30509,COULTRY COURT,COULTRY WAY,,2,,2001,2001,N,
229736,COULTRY CRESCENT,COULTRY ROAD,,2,,,0,Y ,Corrán Choltraí                                        
283260,COULTRY DRIVE,COULTRY ROAD,,2,,,0,Y ,Céide Choltraí                                         
283695,COULTRY GARDENS,COULTRY ROAD,,2,,,0,Y ,Gairdíní Choltraí                                      
26714,COULTRY GROVE,COULTRY ROAD,,2,,,0,Y ,Garrán Choltraí                                        
26710,COULTRY LAWN,COULTRY ROAD,,2,,,0,Y ,Plásóg Choltraí                                        
26711,COULTRY PARK,COULTRY ROAD,,2,,,0,Y ,Páirc  Choltraí                                        
230223,COULTRY ROAD,SHANGAN ROAD,COULTRY AVENUE,2,,,0,Y ,Bóthar Choltraí                                        
26712,COULTRY WAY,COULTRY AVENUE,,2,,,0,Y ,Bealach Choltraí                                       
30625,COW PARLOUR,EBENEZER TERRACE,O'CURRY AVENUE,4,,0,,Y,
409339,COWPER DOWNS,COWPER ROAD,,5,,,1988,Y ,Mulláin Chóipéir                                       
333156,COWPER DRIVE,COWPER GARDENS,,5,,,1940,Y ,Céide Chóipéir                                         
333157,COWPER GARDENS,PARK DRIVE,COWPER DRIVE,5,,,1967,Y ,Gairdíní Chóipéir                                      
445398,COWPER MEWS,RATHMINES ROAD UPPER,,5,,,1991,Y ,Eachlann Chúipéir                                      
333158,COWPER ROAD,RATHMINES ROAD UPPER,MERTON ROAD,5,2,,1940,Y ,Bóthar Chúipéir                                        
333158,COWPER ROAD,RATHMINES ROAD UPPER,MERTON ROAD,5,2,,1971,Y ,Bóthar Chúipéir                                        
333158,COWPER ROAD,RATHMINES ROAD UPPER,MERTON ROAD,5,2,,1971,Y ,Bóthar Chúipéir                                        
180552,COWPER STREET,ASHFORD STREET,AUGHRIM STREET,1,,,0,Y ,
180552,COWPER STREET,ASHFORD STREET,AUGHRIM STREET,1,,,1971,Y ,Sráid Chúipéir                                         
409338,COWPER VILLAGE,COWPER DOWNS,,5,,,1988,Y ,Sráidbhaile Chóipéir                                   
30530,COW'S LANE,LORD EDWARD STREET,ESSEX STREET WEST,5,,2000,2000,N,
252532,CRAIGFORD AVENUE,KILLESTER AVENUE,,3,,,1940,Y ,Ascaill Athcraige                                      
252535,CRAIGFORD DRIVE,CRAIGFORD AVENUE,KILLESTER PARK,3,,,1940,Y ,Céide Athcraige                                        
30377,CRAMPTON AVENUE,SHELBOURNE ROAD,,5,,0,1998,N,
30527,CRAMPTON COURT,DAME STREET,ESSEX STREET E.,5,,,1940,Y ,Cúirt Chrampton                                        
30527,CRAMPTON COURT,DAME STREET,ESSEX STREET E.,5,,,1940,Y ,Cúirt Chrampton                                        
40400,CRAMPTON QUAY,ASDILLS ROW,ASTON QUAY,5,5,,1982,Y ,Cé Chrampton                                           
40422,CRANE LANE,DAME STREET,ESSEX STREET E.,5,,,1940,Y ,Lána an Chraein                                        
186314,CRANE STREET,THOMAS STREET,BELVIEW,4,,,1984,Y ,Sráid an Chraein                                       
131808,CRANFIELD PLACE,TRITONVILLE ROAD,BEACH ROAD,5,,,1969,Y ,Plás Cranfield                                         
47285,CRANMER LANE,HADDINGTON ROAD,,5,,,1968,Y ,
280671,CRANOGUE CLOSE,CRANNOUGE ROAD,,2,,,1985,Y ,
280629,CRANOGUE ROAD,BALBUTCHER LANE,,2,,,0,Y ,Bóthar na Crannóige                                    
209616,CRAWFORD AVENUE,IONA ROAD,HOLLYBANK ROAD,1,,,1970,Y ,Ascaill Cráfort                                        
160869,CRAWFORD TERRACE,KINGS AVENUE,BALLYBOUGH,1,,,1940,Y ,
47330,CREIGHTON STREET,TOWNSEND STREET,CITY QUAY,5,,,1940,Y ,Sráid Chréiteann                                       
219747,CREMONA ROAD,THOMOND ROAD,O'HOGAN ROAD,4,,,1940,Y ,Bóthar Crémóna                                         
186180,CREMORE AVENUE,CREMORE ROAD,OLD FINGLAS ROAD,1,,,1940,Y ,Ascaill Chríoch Mhór                                   
186178,CREMORE CRESCENT,BALLYGALL ROAD WEST,,2,,,1940,Y ,Corrán Chríoch Mhór                                    
186087,CREMORE DRIVE,BALLYGALL ROAD,CREMORE ROAD,1,,,1965,Y ,Céide Chríoch Mhór                                     
186087,CREMORE DRIVE,BALLYGALL ROAD,CREMORE ROAD,1,,,1940,Y ,Céide Chríoch Mhór                                     
318000,CREMORE HEIGHTS,BALLYGALL ROAD EAST,,2,,,1988,Y ,Arda Chríoch Mhór                                      
186174,CREMORE LAWN,OLD FINGLAS ROAD,,1,,,0,Y ,Plásóg Chríoch Mhór                                    
186179,CREMORE PARK,OLD FINGLAS ROAD,,1,,,1965,Y ,Páirc Chríoch Mhór                                     
186057,CREMORE ROAD,BALLYGALL ROAD EAST,CREMORE PARK,1,,,1941,Y ,Bóthar Chríoch Mhór                                    
30784,CREMORE VILLAS,OLD FINGLAS ROAD,GRIFFITH AVENUE,1,,,0,Y ,Bailtíní Chríoch Mhór                                  
30412,CREMORNE,GREENMOUNT ROAD,,5,,,1985,Y ,
239207,CRESCENT GARDENS,SEAVIEW AVENUE,,1,,,1971,Y ,Gáirdíní an Chorráin                                   
169169,CRESCENT PLACE,MALAHIDE ROAD,CHARLEMONT ROAD,3,,,1940,Y ,Plás an Chorráin                                       
209131,CRESCENT VILLAS,IONA CRESENT,CRAWFORD AVE,1,,,1972,Y ,Bailtíní an Chorráin                                   
300924,CRESTFIELD AVENUE,CRESTFIELD AVE,CRESTFIELD CLOSE,2,,,1971,Y ,Ascaill Mhullach an Ghoirt                             
40030,CRESTFIELD CLOSE,CRESTFIELD PARK,CRESTFIELD AVENUE,2,,,1971,Y ,Clós Mhullach an Ghoirt                                
40029,CRESTFIELD DRIVE,COLLINS AVENUE EAST,CRESTFIELD CLOSE,2,,,1971,Y ,Céide Mhullach an Ghoirt                               
301025,CRESTFIELD PARK,CRESTFIELD ROAD,CRESTFIELD CLOSE,2,,,1971,Y ,Páirc Mhullach an Ghoirt                               
301024,CRESTFIELD ROAD,CRESTFIELD DRIVE,LARKHILL ROAD,2,,,1971,Y ,Bóthar Mhullach an Ghoirt                              
220067,CROAGHPATRICK ROAD,NEPHIN ROAD,SKREEN ROAD,1,,,1940,Y ,
212674,CROFTWOOD CRESCENT,CHERRY ORCHARD AVENUE,,4,,,1983,Y ,
213094,CROFTWOOD DRIVE,CHERRY ORCHARD AVENUE,,4,,,1983,Y ,
213087,CROFTWOOD GARDENS,CROFTWOOD DRIVE,,4,,,1983,Y ,
213085,CROFTWOOD GREEN,CHERRY ORCHARD AVENUE,,4,,,1983,Y ,
213095,CROFTWOOD GROVE,CROFTWOOD DRIVE,,4,,,1983,Y ,
213086,CROFTWOOD PARK,CROFTWOOD GREEN,CHERRY ORCHARD DRIVE,4,,,1983,Y ,
30447,CROKE PARK,JONES ROAD,,1,,,1940,Y ,
282078,CROMCASTLE AVENUE,KILBARRON ROAD,CROMCASTLE ROAD,3,,,1940,Y ,Ascaill Chaisleán Crom                                 
574899,CROMCASTLE CLOSE,CROMCASTLE GREEN,,3,,,0,N ,Clós Chaisleán Crom                                    
574899,CROMCASTLE CLOSE,CROMCASTLE GREEN,,3,,0,1996,N,
282077,CROMCASTLE DRIVE,CROMCASTLE ROAD,KILBARRON ROAD,3,,,1940,Y ,Céide Chaisleán Crom                                   
282079,CROMCASTLE GREEN,CROMCASTLE ROAD,KILBARRON ROAD,3,,,1940,Y ,Faiche Chaisleán Crom                                  
282076,CROMCASTLE PARK,KILBARRON ROAD,CROMCASTLE ROAD,3,,,1940,Y ,Páirc Chaisleán Crom                                   
282147,CROMCASTLE ROAD,KILMORE ROAD,DUNDANIEL ROAD,3,,,1940,Y ,Bóthar Chaisleán Crom                                  
30902,CROMWELLS QUARTERS,JAMES STREET,BOW LANE,4,,,1940,Y ,
30902,CROMWELLS QUARTERS,JAMES STREET,BOW LANE,4,,,1940,Y ,
30561,CROSS LANE SOUTH,ST. MICHAELS HILL,ST. MICHAELS CLOCE,4,,,1940,Y ,Lána na Croise Theas                                   
38626009,CROSSTICK ALLEY,MEATH STREET,ASH STREET,4,,,1940,Y ,Scabhat an Treasnáin                                   
373325,CROTTY AVENUE,PERCY FRENCH ROAD,,4,,,0,Y ,
40417,CROW STREET,CECILIA STREET,DAME STREET,5,,,1987,Y ,Sráid Cró                                              
40413,CROWN ALLEY,COPE STREET,TEMPLE BAR,5,,,1990,Y ,Scabhat na Corónach                                    
173252,CROYDON GARDENS,CROYDON TERRACE,,3,,,1940,Y ,Gáirdíní Croydon                                       
173266,CROYDON GREEN,MARINO PARK,,3,,,1940,Y ,Faiche Croydon                                         
173268,CROYDON PARK AVENUE,CROYDEN AVENUE,MARINO PARK,3,,,1940,Y ,Ascaill Pháirc Croydon                                 
173268,CROYDON PARK AVENUE,CROYDON AVENUE,MARINO PARK,3,,,1940,Y ,Ascaill Pháirc Croydon                                 
173247,CROYDON TERRACE,PHILIPSBURG AVENUE,CROYDON GARDENS,3,,0,,Y,
595224,CRUMLIN PARK,CRUMLIN ROAD,,4,,0,1998,Y,
142022,CRUMLIN ROAD,PARNELL ROAD,KILDARE ROAD,4,4,,1964,Y ,Bóthar Chroimghlinne                                   
228611,CUALA ROAD,OFFALY ROAD,LEIX ROAD,1,,,1940,Y ,Bóthar Chuala                                          
30286,CUCKOO LANE,HALSTON STREET,BERESFORD STREET,1,,,1940,Y ,Lána Gúcó                                              
30286,CUCKOO LANE,HALSTON STREET,BERESFORD STREET,1,,,1940,Y ,Lána Gúcó                                              
40251,CUFFE LANE,CUFFE STREET,,5,,,1983,Y ,Lána Mac Dhuibh                                        
40252,CUFFE STREET,HARCOURT STREET,WEXFORD STREET,5,5,,1940,Y ,Sráid Mac Dhuibh                                       
332482,CULLENSWOOD GARDENS,MOUNTAIN VIEW ROAD,MERTON DRIVE,5,,,1940,Y ,Gairdíní Feá an Chuillinn                              
332486,CULLENSWOOD PARK,RANELAGH,,5,,,1940,Y ,Páirc Feá an Chuillinn                                 
36384875,CULLENSWOOD ROAD,RANELAGH,OAKLEY ROAD,5,,,1940,Y ,Bóthar Feá an Chuillinn                                
30750,CUMBERLAND COURT,CUMBERLAND STREET SOUTH,,5,,,0,Y ,Cúirt Cumarlain                                        
55261,CUMBERLAND ROAD,WILTON TERRACE,FITZWILLIAM PLACE,5,,,1973,Y ,Bóthar Cumarlain                                       
124260,CUMBERLAND STREET NORTH,PARNELL STREET,WATERFORD STREET,1,,,0,Y ,
47695,CUMBERLAND STREET SOUTH,FENIAN STREET,PEARSE STREET,5,,,1940,Y ,
