Thorfare_ID,street_name,road_start,road_finish,new_area_code,Impact No,year_built,yr_last_repaired,in_charge,Irish
36390686,LEINSTER PARK,HAROLD'S CROSS ROAD,,5,,2000,2000,N,
399998,LEINSTER PLACE,PARKVIEW AVENUE,LEINSTER ROAD,5,,,1967,Y ,Plás Laighean                                          
400669,LEINSTER ROAD,HAROLD'S CROSS ROAD,RATHMINES ROAD LOWER,5,2,,1940,Y ,Bóthar Laighean                                        
332385,LEINSTER ROAD WEST,HAROLD'S CROSS ROAD,LEINSTER ROAD,5,,,1953,Y ,Bóthar Laighean Thiar                                  
404022,LEINSTER SQUARE,RATHMINES ROAD LOWER,PRINCE AUTHER TERRACE,5,,,1973,Y ,Cearnóg Laighean                                       
162531,LEINSTER STREET EAST,SPENCER STREET,STONEY ROAD,1,,,1961,Y ,Sráid Laighean Thoir                                   
231704,LEINSTER STREET NORTH,SHANDON ROAD,PHIBSBOROUGH ROAD,1,,,1966,Y ,
47679,LEINSTER STREET SOUTH,KILDARE STREET,CLARE STREET,5,5,,1940,Y ,
47289,LEITRIM PLACE,GRAND CANAL STREET UPPER,,5,,,1940,Y ,Plás Liatruim                                          
227737,LEIX ROAD,QUARRY ROAD,DOWTH AVENUE,1,,,1940,Y ,Bóthar Laoise                                          
40264,LEMON STREET,DUKE LANE,GRAFTON STREET,5,,,1987,Y ,Sráid LeimíonLíomóid?                                 
30387,LENNON'S COTTAGES,MERRION ROAD,,5,,,1940,Y ,
47047,LENNOX PLACE,PORTOBELLO ROAD,LENNOX STREET,5,,,1973,Y ,Plás leamhna                                           
47048,LENNOX STREET,KINGSLAND PARK AVENUE,RICHMOND STREET SOUTH,5,,,1973,Y ,Sráid Leamhna                                          
47046,LENNOX TERRACE,LENNOX STREET,PORTOBELLO HARBOUR,5,,,1940,Y ,Ardán Leamhna                                          
198317,LENTISK LAWN,KILFENORA DRIVE,,3,,,0,Y ,
213748,LEO AVENUE,LEO STREET,,1,,,1968,Y ,Ascaill Leo                                            
214098,LEO STREET,ECCLES PLACE,,1,,,1971,Y ,Sráid Leo                                              
232821,LESLIE'S BUILDINGS,AVONDALE ROAD,,1,,,1964,Y ,
131799,LEUKOS ROAD,PINE ROAD,,5,,,1986,Y ,Bóthar Leukos                                          
40122,LIBERTY LANE,KEVIN STREET LOWER,CAMDEN ROW,5,,,1940,Y ,Lána na Saoirse                                        
30795,LIFFEY BRIDGE,ORMOND QUAY LOWER,WELLINGTON QUAY,5,,0,1940,Y,
47205,LIFFEY STREET LOWER,ORMOND QUAY LOWER,MIDDLE ABBEY STREET,1,,,1960,Y ,
266339,LIFFEY STREET SOUTH,FIRST AVENUE,SAINT MARY'S AVENUE WEST,4,,,1972,Y ,
128741,LIFFEY STREET UPPER,ABBEY STREET UPPER,HENRY STREET,1,,0,1940,Y,
186327,LIFFEY STREET WEST,BENBURB STREET,SARSFIELD QUAY,1,3,,1940,Y ,
47332,LIME STREET,SIR JOHN ROGERSONS QUAY,HANOVER STREET,5,,,1984,Y ,Sráid an Aoil                                          
124528,LIMEKILN LANE,GREENMOUNT AVENUE,,4,,,1940,Y ,Lána an Teiníolach                                     
256569,LIMEWOOD AVENUE,LIMEWOOD PARK,,3,,,1972,Y ,Ascaill Coill Teile                                    
256570,LIMEWOOD PARK,TONLEGEE ROAD,LIMEWOOD AVENUE,3,,,1972,Y ,Páirc Coill Teile                                      
256568,LIMEWOOD ROAD,,,3,,,1972,Y ,Bóthar Coill Teile                                     
123107,LINCOLN LANE,ARRAN QUAY,PHOENIX STREET SOUTH,1,,,1940,Y ,Lána Lincoln                                           
47684,LINCOLN PLACE,CLARE STREET,WESTLAND ROW,5,5,,1983,Y ,Plás Lincoln                                           
208872,LINDSAY ROAD,BOTANIC ROAD,SAINT COLOMBUS ROAD,1,,,1969,Y ,Bóthar Uí Loingsigh                                    
174813,LINENHALL PARADE,LINENHALL TERRACE,LURGAN STREET,1,,,1940,Y ,Paráid Halla an lín                                    
174810,LINENHALL STREET,LINENHALL PARADE,NORTH KING STREET,1,,,1940,Y ,Sráid Halla an Lín                                     
174814,LINENHALL TERRACE,COLERAINE STREET,LINENHALL PARADE,1,,,1940,Y ,Ardán Halla an Lín                                     
174812,LISBURN STREET,LURGAN STREET,COLERAINE STREET,1,,,1940,Y ,Sráid Lios na gCearrbhach                              
221329,LISCANNOR ROAD,KILLALA ROAD,DUNMANUS ROAD,1,,,1940,Y ,Bóthar Lios Ceannúir                                   
379676,LISLE ROAD,SAINT MARY'S ROAD,,4,,,0,Y ,Bóthar Lisle                                           
30627,LISMEEN GROVE,BEECH PARK AVENUE,COOLOCK,3,,,0,N ,
383790,LISMORE ROAD,FERNS ROAD,CLONMACNOISE ROAD,4,,,1940,Y ,Bóthar Lios Mór                                        
153691,LISSADEL AVENUE,LISSADEL ROAD,LISSADEL DRIVE,4,,,1940,Y ,Ascaill Leasa an Daill                                 
153684,LISSADEL COURT,LISSADEL ROAD CRUMLIN,,4,,,0,N,Cúirt Leasa an Daill                                   
153692,LISSADEL DRIVE,BENBULBIN ROAD,DROMORE ROAD,4,,,1940,Y ,Céide Leasa an Daill                                   
36422447,LISSADEL GREEN,LISSADEL AVENUE,,4,,2001,2001,N,
153686,LISSADEL ROAD,KNOCKNAREA AVENUE,RAFTUS LANE,4,,,1940,Y ,Bóthar Leasa an Daill                                  
129248,LITTLE BRITAIN STREET,CAPEL STREET,HALSTON STREET,1,,,1963,Y ,Sráidín na Breataine
47661,LITTLE FITZWILLIAM PLACE,FITZWILLIAM LANE,,5,,,0,Y ,
129246,LITTLE GREEN STREET,LITTLE BRITAIN STREET,LITTLE MARY STREET,1,,,1940,Y ,
47207,LITTON LANE,LOTTS,BACHELORS WALK,1,,,1940,Y ,Lána Leatán                                            
129249,LOFTUS LANE,CAPEL STREET,KINGS INNS STREET,1,,,1940,Y ,Lána ó Lachtnáin                                       
47708,LOMBARD COURT,LOMBARD ST. EAST,,5,,,1983,Y ,
47696,LOMBARD STREET EAST,PEARSE STREET,CITY QUAY,5,,,1968,Y ,
40105,LOMBARD STREET WEST,ARNOTT STREET,CLANBRASSIL STREET,5,,,1974,Y ,
174542,LOMOND AVENUE,INVERNESS ROAD,PHILIPSBURGH AVENUE,3,,,1970,Y ,Ascaill Lomain                                         
124391,LONDONBRIDGE DRIVE,LONDONBRIDGE ROAD,,5,,,1983,Y ,
124513,LONDONBRIDGE ROAD,IRISHTOWN ROAD,BATH AVENUE,5,2,,1963,Y ,Bóthar Droichead Londain                               
40114,LONG LANE,HEYTESBURY STREET,NEW STREET SOUTH,5,,,1971,Y ,An Lána Fada                                           
30924,LONG LANE,MOUNTJOY STREET,SAINT MARY'S TERRACE,1,,,1940,Y ,An Lána Fada                                           
30353,LONG LANE CLOSE,LONG LANE,,5,,1995,0,N ,Clós an Lána Fada                                      
364419,LONG MILE ROAD,BALFE ROAD,ROBINHOOD ROAD,4,4,,1967,Y ,Bóthar Míle Fada                                       
30537,LONGDALE TERRACE,WOODHAZEL TERRACE,,2,,2001,2001,N,
37172257,LONGDALE WAY,LONGDALE TERRACE,,2,,2001,2001,N,
40284,LONGFORD LANE,LONGFORD STREET GREAT,,5,,,1940,Y ,Lána Longfort                                          
40365,LONGFORD STREET GREAT,AUNGIER STREET,GOLDEN LANE,5,,,1941,Y ,
40283,LONGFORD STREET LITTLE,DIGGES LANE,AUNGIER STREET,5,,,1940,Y ,
197471,LONG'S PLACE,BOND STREET,OUR LADY'S ROAD,4,,,1985,Y ,Plás Uí Longáin                                        
124521,LONGWOOD AVENUE,WINDSOR TERRACE,SOUTH CIRCULAR ROAD,5,,,1974,Y ,Ascaill na Feadha Coille                               
318567,LORCAN AVENUE,LORCAN PARK,BALLYSHANNON AVENUE,3,,,1940,Y ,Ascaill Lorcáin                                        
318711,LORCAN CRESCENT,LORCAN PARK,LORCAN AVENUE,3,,,1940,Y ,
298854,LORCAN DRIVE,SHANRATH ROAD,,2,,,1940,Y ,Céide Lorcáin                                          
318695,LORCAN GREEN,LORCAN AVENUE,BALLYSHANNON AVENUE,3,,,1940,Y ,Plasóg Lorcáin                                         
318808,LORCAN GROVE,LORCAN AVENUE,,3,,,1940,Y ,Garrán Lorcáin                                         
30332,LORCAN O'TOOLE COURT,LORCAN O'TOOLLE PARK,,4,,0,,Y,
332166,LORCAN O'TOOLE PARK,KIMMAGE ROAD WEST,CAPTAIN'S ROAD,4,,,1981,Y ,
332166,LORCAN O'TOOLE PARK,KIMMAGE ROAD WEST,CAPTAIN'S ROAD,4,,,1981,Y ,
296829,LORCAN PARK,SHANTALLA ROAD,LORCAN CRESCENT,3,,,1940,Y ,Páirc Lorcáin                                          
309096,LORCAN ROAD,LORCAN DRIVE,,2,,,1940,Y ,Bóthar Lorcáin                                         
318643,LORCAN VILLAS,LORCAN GREEN,,3,,,1940,Y ,Bailtíní Lorcáin                                       
40392,LORD EDWARD STREET,FISHAMBLE STREET,EXHANGE STREET UPPER,5,5,,1940,Y ,Sráid an Tiarna éadbhard                               
30766,LORD MAYORS WALK,ROYAL HIBERIAN WAY,ANNE STREET SOUTH,5,,,1988,N ,
196834,LORETO ROAD,MARROWBONE LANE,OUR LADY'S ROAD,4,,,0,Y ,Bóthar Loreto                                          
47204,LOTTS,LIFFEY STREET,WILLIAMS ROW,1,,,1940,Y ,
211942,LOUGH CONN AVENUE,LOUGH CONN ROAD,,4,,,1940,Y ,Ascaill Loch Conn                                      
211939,LOUGH CONN DRIVE,ROSSMORE ROAD,LOUGH CONN ROAD,4,,,1940,Y ,Céide Loch Conn                                        
211943,LOUGH CONN ROAD,DRUMFINN ROAD,,4,,,1940,Y ,Bóthar Loch Conn                                       
211940,LOUGH CONN TERRACE,LOUGH CONN ROAD,ROSSMORE ROAD,4,,,1940,Y ,Ardán Loch Conn                                        
179452,LOUGH DERG ROAD,EDENMORE ROAD,,3,,,1940,Y ,Bóthar Loch Dearg                                      
30765,LOUIS LANE,LEINSTER ROAD,,5,,,1949,Y ,Lána Laoisigh                                          
195349,LOURDES ROAD,MORNING STAR ROAD,OUR LADY'S ROAD,4,,,1940,Y ,Bóthar Lourdes                                         
47269,LOVE LANE EAST,MOUNT STREET LOWER,,5,,,1940,Y ,
30713,LOVE LANE NORTH,,,1,,,0,Y ,
194405,LUBY ROAD,BULFIN ROAD,EMMET ROAD,4,,,1940,Y ,Bóthar Uí Lúbaigh                                      
457912,LUCAN ROAD,SAINT LAURENCE ROAD,COUNTY BORO BOUNDARY,4,4,,1982,Y ,Bóthar Leamhcáin                                       
30714,LUCKY LANE,AUGHRIM PLACE,COWPER STREET,1,,0,,Y,
155749,LUKE KELLY BRIDGE,BALLYBOUGH ROAD,,1,,,0,Y ,
47700,LUKE STREET,TOWNSEND STREET,GEORGES QUAY,5,,,1940,Y ,
141793,LULLYMORE TERRACE,SAINT ANNE'S ROAD,DONORE AVENUE,4,,,1940,Y ,Ardán Líolcach Mór                                     
174811,LURGAN STREET,LISBURN STREET,KING STREET,1,,,1940,Y ,Sráid Na Lorgáin                                       
219364,"LYNCH'S LANE
LYNCH'S LANE, 
LYNCH'S LANE, 
LYNCH'S LANE, 
Lynchs Lane",SAINT LAURENCE ROAD,BALLYFERMOT ROAD,4,,,1940,Y ,
219364,"LYNCH'S LANE
LYNCH'S LANE, 
LYNCH'S LANE, 
LYNCH'S LANE, 
Lynchs Lane",SAINT LAURENCE ROAD,BALLYFERMOT ROAD,4,,,1940,Y ,
30267,LYNCH'S PLACE,PHIBSBOROUGH ROAD,,1,,,1940,Y ,Plás Uí Loinsigh                                       
220586,LYNDON GATE,BLACKHORSE AVENUE,,1,,,1989,Y ,
122576,MABBOT LANE,TALBOT STREET,RAILWAY PLACE,1,,,1940,Y ,Lána Mabóid                                            
230759,MABEL STREET,CLONCLIFFE ROAD,FITZROY AVENUE,1,,,1969,Y ,Sráid Máible                                           
30767,MACARTNEY BRIDGE,BAGGOT ST UPR,BAGGOT ST LWR,5,,0,,Y,
47311,MACKEN STREET,GRAND CANAL STREET LOWER,HANOVER STREET EAST,5,3,,1968,Y ,Sráid ó Maicín                                         
47311,MACKEN STREET,GRAND CANAL STREET LOWER,HANOVER STREET EAST,5,3,,1974,Y ,Sráid ó Maicín                                         
47659,MACKIES PLACE,WINDSOR PLACE,,5,,,1940,Y ,
288868,MACROOM AVENUE,GLIN ROAD,GREENCASTLE AVENUE,3,,,1940,Y ,Ascaill Mhaigh Chromtha                                
286711,MACROOM ROAD,MADDEN ROAD,,3,,,1940,Y ,Bóthar Mhaigh Chromtha                                 
286711,MACROOM ROAD,MADDEN ROAD,,3,,,1940,Y ,Bóthar Mhaigh Chromtha                                 
188230,MADDEN ROAD,SUSAN TERRACE,,4,,0,1971,Y,
30735,MADDENS COURT,69 -70 THOMAS STREET,,4,,0,,Y,
199884,MADISON ROAD,SOUTH CIRCULAR ROAD,,4,,,1967,Y ,Bóthar Mac Mhidín                                      
47705,MAGENNIS PLACE,TOWNSEND STREET,PEARSE STREET,5,,,1940,Y ,Plás Mhic Aonghusa                                     
47705,MAGENNIS PLACE,TOWNSEND STREET,PEARSE STREET,5,,,1940,Y ,Plás Mhic Aonghusa                                     
47706,MAGENNIS SQUARE,PEARSE STREET,MAGENNIS PLACE,5,,,0,Y ,Cearnóg Mhic Aonghusa                                  
310731,MAGENTA CRESCENT,SWORDS ROAD,MAGENTA HALL,2,,,0,Y ,
310738,MAGENTA HALL,,,2,,,0,Y ,
212579,MAIDEN ROW,MAIN STREET,CHAPELIZOD ROAD,4,,,1971,Y ,
30845,MAIN STREET,THE HOLE IN THE WALL ROAD,RAILWAY ROAD,3,0,2010,2010,N,
30843,MAIN STREET,CHURCHWELL CRESCENT,BELMAYNE AVENUE,3,0,2009,2009,N,
179451,MAIN STREET,WATERMILL ROAD,HOWTH ROAD,3,,,1940,Y ,
179451,MAIN STREET,WATERMILL ROAD,HOWTH ROAD,3,,,1940,Y ,
54986,MAIN STREET,MELLOWS ROAD,WELLMOUNT ROAD,2,,,1940,Y ,
240637,MALACHI PLACE,CHURCH ROAD,EAST WALL,1,,,1975,Y ,Plás Maelsheachlain                                    
180568,MALACHI ROAD,HALLADAY ROAD,JUAN STREET,1,,,1965,Y ,Bóthar Maelsheachlain                                  
232163,MALAHIDE ROAD,FAIRVIEW,COUNTY BORO BOUNDARY,3,4,,1987,Y ,Bóthar Mulach íde                                      
196836,MALLIN AVENUE,CLAKE'S TERRACE,JAMES WALK,4,,,1984,Y ,Ascaill Uí Mhealláin                                   
122696,MALONE GARDENS,BATH AVENUE,,5,,,1940,Y ,Gairdíní Uí Mhaoileóin                                 
153063,MALPAS PLACE,MALPAS TERRACE,,4,,,0,Y ,Plás Mhalpais                                          
191495,MALPAS STREET,CLANBRASSIL STREET,BLACKPITTS,4,,,1987,Y ,Sráid Mhalpais                                         
130713,MALPAS TERRACE,MALPAS STREET,FUMBALLY LANE,4,,,0,Y ,Ardán Mhalpais                                         
47155,MANDERS TERRACE,RANELAGH,,5,,,1966,Y ,
299037,MANGERTON ROAD,BRANDON ROAD,MOURNE ROAD,4,,,1975,Y ,Bóthar Mangartha                                       
208707,MANNIX ROAD,BOTANIC AVENUE,,1,,,1967,Y ,Bóthar ó Mainchín                                      
250141,MANOR DRIVE,ARDARA AVENUE,,3,,,0,Y ,
30879,MANOR HOUSE VIEW,WATERMILL ROAD,,3,,,0,N ,
180572,MANOR PLACE,OXMANTOWN ROAD,MANOR STREET,1,,,0,Y ,Plás an Mhanéir                                        
174816,MANOR STREET,AUGHRIM STREET,STONYBATTER,1,4,,1940,Y ,Sráid an Mhanéir                                       
30591,MANOR STREET BUSINESS PARK,SHEA'S LANE,,1,,1997,1997,N,
30624,MANOR VILLAS,MOUNT ARGUS GROVE,,4,,0,,N,
319457,MAOLBUILLE ROAD,SAINT PAPPINS ROAD,CLONMEL ROAD,2,,,1940,Y ,
396701,MAPLE DRIVE,THE CLOISTERS,,4,,,1989,Y ,
30768,MAQUAY BRIDGE,GRAND CANAL STREET UPPER,GLANWILLIAM PLACE,5,,,1940,Y ,
30893,MAREWOOD COURT,SILLOGE CRESCENT,,2,,,,N,
30538,MAREWOOD CRESCENT,SILLOUE ROAD,BALBUTCHER LANE,2,,2001,2001,N,
30539,MAREWOOD DRIVE,BELCLARE CRESCENT,MAREWOOD CRESCENT,2,,2001,2001,N,
30540,MAREWOOD GROVE,MAREWOOD DRIVE,,2,,2001,2001,N,
122697,MARGARET PLACE,BATH AVENUE,,5,,,1940,Y ,Plás Maighréad                                         
208708,MARGUERITE ROAD,BOTANIC ROAD,,1,,,1970,Y ,Bóthar Mairgréide                                      
31907702,MARIGOLD AVENUE,MARIGOLD ROAD,,3,,,0,Y ,Ascaill an Bhuíáin
266980,MARIGOLD COURT,MARIGOLD AVENUE,,3,,,0,N ,Cúirt an Bhuíáin                                       
660806,MARIGOLD CRESCENT,MARIGOLD ROAD,,3,,,0,Y ,Corrán an Bhuíáin
30481,MARIGOLD GROVE,MARIGOLD ROAD,,3,,,0,Y ,Garrán an Bhuíáin
660785,MARIGOLD PARK,MARIGOLD AVENUE,,3,,,0,Y,Páirc an Bhuíáin                                       
31903868,MARIGOLD ROAD,DARNDALE SERVICE ROAD,PRIORSWOOD ROAD,3,,,0,Y,Bóthar an Bhuíáin                                      
143168,MARINE DRIVE,BEACH ROAD,SANDYMOUNT ROAD,5,,,1940,Y ,Céide na Mara                                          
169170,MARINO AVENUE,MALAHIDE ROAD,CECIL AVENUE,3,,,1940,Y ,Ascaill Mhuiríne                                       
30534,MARINO COURT,FAIRVIEW AVENUE LOWER,,3,,,0,N ,Cúirt Mhuiríne                                         
169167,MARINO CRESCENT,FAIRVIEW,HOWTH ROAD,3,,,1972,Y ,Céide Mhuiríne                                         
173267,MARINO GREEN,MARINO PARK,,3,,,1973,Y ,Plasóg Mhuiríne                                        
169165,MARINO MART,HAVERTY ROAD,FAIRVIEW,3,,,1973,Y ,Marglann Mhuiríne                                      
173270,MARINO PARK,CROYDON PARK AVENUE,,3,,,1940,Y ,Páirc Mhuiríne                                         
173270,MARINO PARK,CROYDON PARK AVENUE,,3,,,1940,Y ,Páirc Mhuiríne                                         
173279,MARINO PARK AVENUE,HAVERTY ROAD,MARINO PARK,3,,,1940,Y ,Ascaill Páirc Mhuiríne                                 
197479,MARION VILLAS,CORK STREET,,4,,,1940,Y ,Bailtíní Mhuire                                        
47715,MARK STREET,TOWNSEND STREET,PEARSE STREET,5,,,1940,Y ,Sráid Marcuis                                          
47715,MARK STREET,TOWNSEND STREET,PEARSE STREET,5,,,1940,Y ,Sráid Marcuis                                          
197468,MARKET STREET SOUTH,ROBERT STREET,GRAND CANAL PLACE,4,,,1940,Y ,Sráid an Mhargaidh Theas                               
30694,MARK'S ALLEY WEST,FRANCIS STREET,HANOVER STREET WEST,4,,,0,Y ,
47714,MARK'S LANE,MARK STREET,TOWNLAND STREET EAST,5,,,1940,Y ,
30679,MARLBOROUGH CLOSE,MARLBOROUGH ROAD,MOREHAMPTON TERRACE,5,,,0,Y ,
37489332,MARLBOROUGH LANE,MARLBOROUGH ROAD,,5,,,1940,Y ,Lána Marlborough                                       
38273944,MARLBOROUGH MEWS,NORTH CIRCULAR ROAD,MARLBOROUGH ROAD,1,,,0,N,Eachlann Marlborough                                   
122572,MARLBOROUGH PLACE,MARLBOROUGH STREET,,1,,,1940,Y ,Plás Marlborough                                       
212852,MARLBOROUGH ROAD,NORTH CIRCULAR ROAD,,5,2,,1940,Y ,Bóthar Marlborough                                     
376074,MARLBOROUGH ROAD,MOREHAMPTON ROAD,SANDFORD ROAD,1,2,,1940,Y ,Bóthar Marlborough                                     
122561,MARLBOROUGH STREET,EDEN QUAY,PARNELL STREET,1,4,,1940,Y ,Sráid MarlboroughMaoilbhríde                          
122561,MARLBOROUGH STREET,EDEN QUAY,PARNELL STREET,1,4,,0,Y ,Sráid MarlboroughMaoilbhríde                          
30592,MARMION COURT,BLACKHALL STREET,,1,,,1940,Y ,
216279,MARNE VILLAS,GRANGEGORMAN UPPER,,1,,,0,Y ,
124486,MARROWBONE LANE,SCHOOL LANE,CORK STREET,4,3,,0,y ,Lána Mhuire Mhaith                                     
577851,MARROWBONE LANE CLOSE,MARROWBONE LANE,,4,,1995,0,N ,Clós Lána Mhuire Mhaith                                
124499,MARSHAL LANE,BRIDGEFOOT STREET,,4,,,1987,Y ,Lána Marascail                                         
30348,MARSHALSEA LANE,THOMAS STREET,MARSHALL LANE,4,,,1940,Y ,Lána an Mhairsealsaí                                   
143071,MARTELLO MEWS,SYDNEY PARADE AVENUE,,5,,0,,N,
30700101,MARTELLO VIEW,STRAND ROAD,,5,,0,,N,
557918,MARTELLO WOOD,STRAND ROAD,,5,,,1989,N ,
143839,MARTIN SAVAGE PARK,ASHTOWN ROAD,,1,,,0,Y ,Páirc Martan Sabhaois                                  
125262,MARTIN STREET,LENNOX STREET,PORTOBELLO ROAD,5,,,1971,Y ,Sráid Mhairtín                                         
201575,MARTIN'S ROW,CHAPELIZOD ROAD,COUNTY BOUNDARY,4,,,1971,Y ,
128723,MARY STREET,DENMARK STREET,CAPEL STREET,1,5,,1962,Y ,Sráid Muire                                            
129243,MARY STREET LITTLE,ASSAN STREET EAST,CHAPEL STREET,1,,,1940,Y ,
268056,MARYFIELD AVENUE,ARDLEA ROAD,MARYFIELD CRESCENT,3,,,1940,Y ,Ascaille Ghort Mhuire                                  
268057,MARYFIELD CRESCENT,KILMORE ROAD,MARYFIELD DRIVE,3,,,1940,Y ,Corrán Ghort Mhuire                                    
268042,MARYFIELD DRIVE,ARDLEA ROAD,KILMORE ROAD,3,2,,1940,Y ,Céide Ghort Mhuire                                     
30241,MARYFIELD WOODS,KILMORE ROAD,,3,,1991,0,Y ,
40375,MARY'S ABBEY,ASSAN STREET EAST,CHAPEL STREET,1,,,1960,Y ,
129244,MARY'S LANE,CHURCH STREET,LITTLE GREEN STREET,1,,,1940,Y ,
161628,MARYVILLE ROAD,ALL SAINTS ROAD,WADES AVENUE,3,,,1940,Y ,Bóthar Bhaile Muire                                    
233676,MASK AVENUE,MASK CRESCENT,SAINT BRENDANS AVENUE,3,,,1940,Y ,
175710,MASK CRESCENT,GRACEFIELD ROAD,MC AULEY ROAD,3,,,1940,Y ,Corrán Measc                                           
252983,MASK DRIVE,MASK AVENUE,,3,,,1940,Y ,Céide Measc                                            
233648,MASK GREEN,MASK AVENUE,,3,,,1940,Y ,Faiche Measc                                           
252945,MASK ROAD,SAINT BRENDANS AVENUE,MASK CRESCENT,3,,,1940,Y ,Bóthar Measc                                           
30309,MATT TALBOT MEMORIAL BRIDGE,CUSTOM HOUSE QUAY,CITY QUAY,1,,,1984,Y ,
30468,MAUNSELL PLACE,SAINT MARYS AVENUE NORTH,,1,,,1940,Y ,
30638,MAXWELL COURT,RATHMINES ROAD UPPER,MAXWELL ROAD,5,,,0,N ,
36393304,MAXWELL LANE,MAXWELL ROAD,,5,,,1986,Y ,Lána Maxwell                                           
404634,MAXWELL ROAD,RATHMINES ROAD UPPER,FRANKFORD ROAD,5,,,1971,Y ,Bóthar Maxwell                                         
198426,MAXWELL STREET,DARLEY TERRACE,CAMERON STREET,4,,,1940,Y ,Sráid Maxwell                                          
172889,MAY LANE,BOW STREET,CHURCH STREET,1,,,1940,Y ,Lána Mhic Maighe                                       
172889,MAY LANE,BOW STREET,CHURCH STREET,1,,,1940,Y ,Lána Mhic Maighe                                       
230757,MAY STREET,DRUMCONDRA PARK,FITZROY AVENUE,1,,,1971,Y ,Sráid Mhic Maighe                                      
343174,MAYFIELD,ZION ROAD,,5,,0,,N,
397344,MAYFIELD ROAD,TERENURE PARK,,4,,,1972,Y ,Bóthar Gort na Bealtaine                               
199883,MAYFIELD ROAD,SOUTH CIRCULAR ROAD,MOUNTSHANNON ROAD,4,,,1960,Y ,Bóthar Gort na Bealtaine                               
399601,MAYFIELD ROAD EAST,TERENURE PARK,,4,,,1972,Y ,
127857,MAYOR STREET LOWER,GUILDS STREET,COMMONS STREET,1,,,1940,Y ,
127860,MAYOR STREET UPPER,CASTLEFORBES ROAD,,1,,,1966,Y ,
127860,MAYOR STREET UPPER,CASTLEFORBES ROAD,,1,,,1940,Y ,
180959,MAYWOOD AVENUE,AVONDALE PARK,MAYWOOD ROAD,3,,,1940,Y ,Ascaill Choill Mhuire                                  
169314,MAYWOOD CLOSE,MAYWOOD ROAD,,3,,,1940,Y ,Ascaill Coill Mhuire                                   
169317,MAYWOOD CRESCENT,MAYWOOD ROAD,RAHENY PARK,3,,,1940,Y ,Corrán Choill Mhuire                                   
169318,MAYWOOD DRIVE,MAYWOOD AVENUE,MAYWOOD CRESCENT,3,,,1940,Y ,Céide Coill Mhuire                                     
180918,MAYWOOD GROVE,MAYWOOD ROAD,,3,,,1940,Y ,Garrán Coill Mhuire                                    
167409,MAYWOOD LAWN,MAYWOOD CRESCENT,,3,,,1940,Y ,Plasóg Choill Mhuire                                   
180958,MAYWOOD PARK,MAYWOOD ROAD,MAYWOOD DRIVE,3,,,1940,Y ,Páirc Choill Mhuire                                    
30216,MAYWOOD ROAD,HOWTH ROAD,MAYWOOD CRESCENT,3,,,0,Y ,Bóthar Choill Mhuire                                   
175712,MC AULEY AVENUE,MC AULEY ROAD,,3,,,1940,Y ,
175707,MC AULEY DRIVE,MC AULEY AVENUE,,3,2,,0,Y ,
175708,MC AULEY PARK,GRACEFIELD AVENUE,RIB ROAD,3,2,,1986,Y ,
175708,MC AULEY PARK,GRACEFIELD AVENUE,RIB ROAD,3,2,,1986,Y ,
175711,MC AULEY ROAD,GRACEFIELD AVENUE,GRACEFIELD ROAD,3,2,,1985,Y ,
175711,MC AULEY ROAD,GRACEFIELD AVENUE,GRACEFIELD ROAD,3,2,,1985,Y ,
203040,MC DOWELL AVENUE,BURKE PLACE,,4,,,1940,Y ,
203040,MC DOWELL AVENUE,BURKE PLACE,,4,,,1940,Y ,
54991,MC KEE ROAD,CLUNE ROAD,SYCAMORE ROAD,2,,,1940,Y ,
54991,MC KEE ROAD,CLUNE ROAD,SYCAMORE ROAD,2,,,1940,Y ,
23387,MC KELVEY AVENUE,SAINT MARGARETS ROAD,,2,,,1940,Y ,
23387,MC KELVEY AVENUE,SAINT MARGARETS ROAD,,2,,,1940,Y ,
23386,MC KELVEY ROAD,MC KELVEY AVENUE,SAINT MARGARETS ROAD,2,,,1940,Y ,
30769,MC KENNY BRIDGE,PERCY PLACE,WARRNGTON PLACE,5,,,1959,Y ,
40106,MC MAHON STREET,DESMOND STREET,ARNOTT STREET,5,,,1967,Y ,
335259,MC MORROUGH ROAD,,,5,,,1940,Y ,
30715,MCGUINNESS COTTAGES,CROSSGUNS BRIDGE,,1,,,1940,Y ,
27366,MCKEE AVENUE,SAINT MARGARETS ROAD,BALLYGALL ROAD WEST,2,,,1986,Y ,
27366,MCKEE AVENUE,SAINT MARGARETS ROAD,BALLYGALL ROAD WEST,2,,,1940,Y ,
212814,MCKEE PARK,BLACKHORSE AVENUE,,1,,,1940,Y ,
47265,MEADE'S TERRACE,HOGAN TERRACE,HOLLES ROW,5,,,0,Y ,
341863,MEADOWBANK,BUSHY PARK ROAD,,5,,1988,1988,N ,
341863,MEADOWBANK,BUSHY PARK ROAD,,5,,,1988,Y ,
124489,MEATH MARKET,EARL STREET SOUTH,,4,,,0,Y ,Margadh na Mí                                          
127329,MEATH PLACE,MEATH STREET,PIMLICO,4,,,0,Y ,Plás na Mí                                             
127325,MEATH SQUARE,GRAY STREET,,4,,,0,Y ,Cearnóg na Mí                                          
124491,MEATH STREET,THE COOMBE,THOMAS STREET,4,,,0,Y ,Sráid na Mí                                            
30605,MEETING HOUSE SQUARE,ESSEX STREET EAST,,5,,1995,0,N ,
